,OBJECT_ID,OBJECT_NAME,NORAD_CAT_ID,COUNTRY,PERIOD,INCLINATION,APOGEE,PERIGEE,LAUNCH,active
0,2019-039K,COSMOS 2535 DEB,44633,CIS,97.67,97.87,688.0,607.0,,0
1,2019-039J,COSMOS 2535 DEB,44632,CIS,96.77,97.85,615.0,593.0,,0
2,2019-039H,COSMOS 2535 DEB,44631,CIS,96.76,97.85,626.0,581.0,,0
3,2019-039G,COSMOS 2535 DEB,44630,CIS,96.39,97.86,597.0,574.0,,0
4,2019-068B,PEGASUS R/B,44629,US,96.49,27.0,602.0,579.0,2019-10-11,0
5,2019-068A,ICON,44628,US,96.54,26.99,606.0,580.0,2019-10-11,0
6,2019-067D,BREEZE-M DEB (TANK),44627,CIS,342.88,50.39,19335.0,364.0,2019-10-09,0
7,2019-067B,MEV-1,44625,US,1637.99,9.89,64956.0,14346.0,2019-10-09,0
8,2019-067A,EUTELSAT 5 WEST B,44624,EUTE,2080.8,3.36,64848.0,30376.0,2019-10-09,0
9,2019-066B,CZ-4C R/B,44623,PRC,95.1,97.76,612.0,435.0,2019-10-04,0
10,2019-066A,GAOFEN 10R,44622,PRC,97.26,97.78,628.0,627.0,2019-10-04,0
11,2019-039F,VOLGA DEB,44621,CIS,97.02,97.9,623.0,609.0,2019-07-10,0
12,2018-084R,H-2A DEB,44620,JPN,95.73,98.89,592.0,516.0,2018-10-29,0
13,2018-048F,CZ-2D DEB,44619,PRC,97.29,98.15,643.0,615.0,2018-06-02,0
14,2018-034K,CZ-4C DEB,44618,PRC,107.31,63.47,1135.0,1069.0,2018-04-10,0
15,2018-034J,CZ-4C DEB,44617,PRC,107.39,63.41,1134.0,1078.0,2018-04-10,0
16,2018-031K,CZ-4C DEB,44616,PRC,97.43,97.99,640.0,632.0,2018-03-31,0
17,2018-015L,CZ-2D DEB,44615,PRC,93.74,97.52,489.0,426.0,2018-02-02,0
18,2017-072E,CZ-4C DEB,44614,PRC,104.47,98.71,1142.0,798.0,2017-11-14,0
19,2017-072D,CZ-4C DEB,44613,PRC,104.52,98.53,1145.0,799.0,2017-11-14,0
20,2017-060E,CZ-2D DEB,44612,PRC,97.47,97.82,648.0,627.0,2017-10-09,0
21,2017-060D,CZ-2D DEB,44611,PRC,97.63,98.11,675.0,615.0,2017-10-09,0
22,2017-060C,CZ-2D DEB,44610,PRC,97.23,98.1,647.0,605.0,2017-10-09,0
23,2017-060B,CZ-2D DEB,44609,PRC,97.26,97.82,661.0,595.0,2017-10-09,0
24,2017-042CB,FREGAT DEB,44608,CIS,95.55,97.58,599.0,491.0,2017-07-14,0
25,2016-068G,CZ-2D DEB,44607,PRC,103.33,98.55,1070.0,762.0,2016-11-11,0
26,2016-068F,CZ-2D DEB,44606,PRC,103.62,98.44,1099.0,760.0,2016-11-11,0
27,2016-068E,CZ-2D DEB,44605,PRC,103.87,98.44,1114.0,769.0,2016-11-11,0
28,2016-068D,CZ-2D DEB,44604,PRC,96.79,98.24,757.0,452.0,2016-11-11,0
29,2016-068C,CZ-2D DEB,44603,PRC,103.49,98.65,1085.0,762.0,2016-11-11,0
30,2016-004C,ARIANE 5 DEB,44602,FR,241.01,1.37,12713.0,188.0,2016-01-27,0
31,2015-057E,CZ-2D DEB,44601,PRC,97.08,98.02,710.0,528.0,2015-10-07,0
32,2015-047B,GAOFEN 9 DEB,44600,PRC,99.93,97.95,898.0,612.0,2015-09-14,0
33,2014-049D,CZ-4C DEB,44599,PRC,96.64,97.84,670.0,526.0,2014-08-19,0
34,2013-065H,CZ-4C DEB,44598,PRC,107.18,100.54,1201.0,992.0,2013-11-20,0
35,2012-039H,TET-1 DEB,44597,CIS,92.36,97.61,392.0,388.0,2012-07-22,0
36,2011-021D,BREEZE-M DEB,44596,CIS,745.56,13.51,34316.0,7400.0,2011-05-20,0
37,2009-066J,H-2A DEB,44595,JPN,94.75,97.28,523.0,490.0,1999-11-28,0
38,2008-067Y,SL-12 DEB,44594,CIS,331.03,64.06,18647.0,300.0,2008-12-25,0
39,2008-053M,CZ-4B DEB,44593,PRC,96.16,97.71,587.0,562.0,2008-10-25,0
40,2008-026G,CZ-4B DEB,44592,PRC,99.88,98.82,802.0,703.0,2008-05-27,0
41,2007-011D,CZ-3A DEB,44591,PRC,372.21,55.02,20752.0,772.0,2007-04-13,0
42,2007-011C,CZ-3A DEB,44590,PRC,231.26,52.18,11367.0,838.0,2007-04-13,0
43,1999-057TB,CZ-4B DEB,44589,PRC,97.8,98.83,716.0,591.0,1999-10-14,0
44,1999-027E,SL-12 DEB,44588,CIS,986.54,7.85,36886.0,16012.0,1999-05-20,0
45,1998-017H,SPOT 4 DEB,44587,FR,98.95,98.31,717.0,700.0,1998-03-24,0
46,1998-017G,SPOT 4 DEB,44586,FR,98.89,98.34,719.0,692.0,1998-03-24,0
47,1998-017F,SPOT 4 DEB,44585,FR,97.85,98.4,666.0,645.0,1998-03-24,0
48,1995-015KB,DMSP 5D-2 F13 DEB,44584,US,100.98,98.74,821.0,789.0,1995-03-24,0
49,1995-015KA,DMSP 5D-2 F13 DEB,44583,US,95.84,98.64,605.0,514.0,1995-03-24,0
50,1994-082G,LUCH DEB,44582,CIS,1430.2,14.65,35739.0,35604.0,1994-12-16,0
51,1994-074AT,RESURS O1 DEB,44581,CIS,96.67,98.08,602.0,597.0,1994-11-04,0
52,1994-074AS,RESURS O1 DEB,44580,CIS,96.82,98.1,610.0,603.0,1994-11-04,0
53,1994-074AR,RESURS O1 DEB,44579,CIS,96.94,98.04,616.0,608.0,1994-11-04,0
54,1994-074AQ,RESURS O1 DEB,44578,CIS,97.05,98.03,620.0,615.0,1994-11-04,0
55,1994-074AP,RESURS O1 DEB,44577,CIS,96.85,98.06,610.0,606.0,1994-11-04,0
56,1993-059N,SL-16 DEB,44576,CIS,100.89,70.98,808.0,793.0,1993-09-16,0
57,1993-038H,SL-14 DEB,44575,CIS,114.76,82.58,1480.0,1408.0,1993-06-24,0
58,1992-093LW,SL-16 DEB,44574,CIS,101.15,71.13,908.0,718.0,1992-12-25,0
59,1992-060J,ARIANE 44LP DEB,44573,FR,651.07,6.49,36431.0,580.0,1992-09-10,0
60,1987-096G,COSMOS 1897 DEB,44572,CIS,1433.41,14.04,35819.0,35649.0,1987-11-26,0
61,1985-066K,SCOUT G-1 DEB,44571,US,107.56,90.13,1240.0,987.0,1985-08-03,0
62,1985-066J,SCOUT G-1 DEB,44570,US,107.77,90.14,1248.0,999.0,1985-08-03,0
63,1985-064F,COSMOS 1670 DEB,44569,CIS,102.75,64.93,926.0,852.0,1985-08-01,0
64,1978-026KL,DELTA 1 DEB,44568,US,96.83,98.93,626.0,588.0,1978-03-05,0
65,1977-088D,COSMOS 952 DEB,44567,CIS,104.01,64.94,970.0,926.0,1977-09-16,0
66,1974-029E,COSMOS 651 DEB,44566,CIS,103.09,64.97,936.0,874.0,1974-05-15,0
67,1973-081E,TRANSIT 20 DEB,44565,US,105.07,89.81,1113.0,882.0,1973-10-30,0
68,1970-025TM,THORAD AGENA D DEB,44564,US,102.5,100.0,938.0,816.0,1970-04-08,0
69,2010-041AJ,SL-12 DEB,44563,CIS,325.98,65.83,18127.0,496.0,2010-09-02,0
70,2010-041AH,SL-12 DEB,44562,CIS,337.08,65.29,18846.0,486.0,2010-09-02,0
71,2010-041AG,SL-12 DEB,44561,CIS,341.02,65.44,19118.0,463.0,2010-09-02,0
72,2010-041AF,SL-12 DEB,44560,CIS,334.03,65.04,18674.0,464.0,2010-09-02,0
73,2010-041AE,SL-12 DEB,44559,CIS,333.01,65.14,18570.0,503.0,2010-09-02,0
74,2010-041AD,SL-12 DEB,44558,CIS,338.6,65.55,18976.0,453.0,2010-09-02,0
75,2010-041AC,SL-12 DEB,44557,CIS,338.31,65.54,18871.0,539.0,2010-09-02,0
76,2010-041AB,SL-12 DEB,44556,CIS,339.77,65.21,19042.0,461.0,2010-09-02,0
77,2010-041AA,SL-12 DEB,44555,CIS,348.1,65.35,19428.0,600.0,2010-09-02,0
78,2010-041Z,SL-12 DEB,44554,CIS,343.67,65.13,19149.0,599.0,2010-09-02,0
79,2019-065B,FREGAT R/B,44553,CIS,714.59,63.84,38558.0,1639.0,2019-09-26,0
80,2019-065A,COSMOS 2541,44552,CIS,717.65,63.83,38723.0,1626.0,2019-09-26,0
81,2019-064A,SOYUZ MS-15,44550,CIS,92.89,51.64,421.0,411.0,2019-09-25,0
82,2019-063C,CZ-2D DEB,44549,PRC,100.23,98.55,799.0,740.0,2019-09-25,0
83,2019-063B,CZ-2D R/B,44548,PRC,100.05,98.15,766.0,756.0,2019-09-25,0
84,2019-063A,YUNHAI 1-02,44547,PRC,100.52,98.59,784.0,782.0,2019-09-25,0
85,2019-062A,HTV-8,44546,JPN,92.89,51.64,421.0,411.0,2019-09-24,0
86,2019-061D,CZ-3B R/B,44545,PRC,327.64,55.01,18531.0,199.0,2019-09-22,0
87,2019-061C,YZ-1 R/B,44544,PRC,798.08,55.13,22214.0,22031.0,2019-09-22,0
88,2019-061B,BEIDOU 3M24,44543,PRC,773.23,55.0,21548.0,21507.0,2019-09-22,0
89,2019-061A,BEIDOU 3M23,44542,PRC,785.7,55.01,22109.0,21546.0,2019-09-22,0
90,2010-041Y,SL-12 DEB,44541,CIS,321.47,65.24,17802.0,531.0,2010-09-02,0
91,2010-041X,SL-12 DEB,44540,CIS,346.12,64.87,19347.0,556.0,2010-09-02,0
92,2019-060F,ZHUHAI-1 03E,44539,PRC,94.88,97.41,519.0,507.0,2019-09-19,0
93,2019-060E,ZHUHAI-1 03D,44538,PRC,94.88,97.4,519.0,506.0,2019-09-19,0
94,2019-060D,ZHUHAI-1 03C,44537,PRC,94.88,97.4,519.0,506.0,2019-09-19,0
95,2019-060C,ZHUHAI-1 03B,44536,PRC,94.88,97.4,520.0,505.0,2019-09-19,0
96,2019-060A,ZHUHAI-1 03A,44534,PRC,94.88,97.4,523.0,502.0,2019-09-19,0
97,2019-022K,SEEKER,44533,US,94.11,51.64,484.0,467.0,2019-04-17,0
98,2019-059E,CZ-4B DEB,44532,PRC,99.19,98.73,804.0,636.0,2019-09-12,0
99,2019-059D,CZ-4B R/B,44531,PRC,96.6,98.68,737.0,454.0,2019-09-12,0
100,2019-059C,TAURUS-1,44530,PRC,99.64,98.59,752.0,730.0,2019-09-12,0
101,2019-059B,BNU-1,44529,PRC,99.65,98.58,752.0,732.0,2019-09-12,0
102,2019-059A,ZY-1 02D,44528,PRC,100.33,98.58,775.0,773.0,2019-09-12,0
103,2010-057BM,CZ-3C DEB,44527,PRC,644.0,19.7,36072.0,578.0,2010-10-31,0
104,2010-057BL,CZ-3C DEB,44526,PRC,581.69,21.92,32891.0,518.0,2010-10-31,0
105,2012-044DV,BREEZE-M DEB,44525,CIS,116.84,50.0,2823.0,254.0,2012-08-06,0
106,1989-061BX,USA 40 R/B DEB,44524,US,183.19,57.0,8126.0,487.0,1989-08-08,0
107,1989-061BW,USA 40 R/B DEB,44523,US,182.27,56.96,8058.0,483.0,1989-08-08,0
108,2019-058C,KZ-1/A R/B,44521,PRC,95.0,97.81,684.0,353.0,2019-08-30,0
109,2019-058B,KX-09,44520,PRC,96.68,97.79,609.0,591.0,2019-08-30,0
110,2019-058A,XAIOXIANG-1 07,44519,PRC,96.7,97.79,611.0,591.0,2019-08-30,0
111,2019-057B,BREEZE-KM R/B,44518,CIS,101.08,99.23,953.0,667.0,2019-08-30,0
112,2019-057A,COSMOS 2540,44517,CIS,103.9,99.27,944.0,942.0,2019-08-30,0
113,2019-022J,AC 10 PROBE(VENTURINI),44516,US,93.9,51.65,467.0,463.0,2019-04-17,0
114,1992-052M,ARIANE 42P DEB,44514,FR,112.0,65.77,1529.0,1109.0,1992-08-10,0
115,1992-052L,ARIANE 42P DEB,44513,FR,112.79,66.05,1411.0,1299.0,1992-08-10,0
116,1992-052K,ARIANE 42P DEB,44512,FR,112.53,65.92,1549.0,1136.0,1992-08-10,0
117,1992-052J,ARIANE 42P DEB,44511,FR,112.68,66.07,1406.0,1293.0,1992-08-10,0
118,1992-052H,ARIANE 42P DEB,44510,FR,112.81,66.07,1418.0,1293.0,1992-08-10,0
119,1992-052G,ARIANE 42P DEB,44509,FR,112.8,66.06,1425.0,1286.0,1992-08-10,0
120,1992-052F,ARIANE 42P DEB,44508,FR,113.86,66.03,1725.0,1082.0,1992-08-10,0
121,1992-052E,ARIANE 42P DEB,44507,FR,112.34,66.01,1452.0,1216.0,1992-08-10,0
122,2019-056A,NAVSTAR 78 (USA 293),44506,US,718.25,55.06,20194.0,20184.0,2019-08-22,0
123,2019-006EB,MICROSAT-R DEB,44503,IND,96.03,95.17,870.0,267.0,2019-01-24,0
124,2019-006EA,MICROSAT-R DEB,44502,IND,95.48,95.2,857.0,227.0,2019-01-24,0
125,2019-054F,ELECTRON R/B,44500,US,92.83,45.01,533.0,293.0,2019-08-19,0
126,2019-054E,GLOBAL-4,44499,US,95.51,45.02,549.0,537.0,2019-08-19,0
127,2019-054D,PEARL WHITE 2,44498,US,95.46,45.01,549.0,533.0,2019-08-19,0
128,2019-054C,PEARL WHITE 1,44497,US,95.48,45.01,549.0,534.0,2019-08-19,0
129,2019-054B,ELECTRON KICK STAGE R/B,44496,US,95.53,45.02,550.0,539.0,2019-08-19,0
130,2019-054A,BRO-1,44495,FR,95.47,45.02,549.0,533.0,2019-08-19,0
131,2019-053B,CZ-3B R/B,44494,PRC,597.52,28.55,34043.0,200.0,2019-08-19,0
132,2019-053A,CHINASAT-18,44493,PRC,631.2,28.5,35753.0,240.0,2019-08-19,0
133,2019-032R,CZ-11 DEB,44492,PRC,89.93,44.89,311.0,231.0,2019-06-05,0
134,2019-052C,OBJECT C,44488,PRC,95.53,97.6,562.0,527.0,2019-08-17,0
135,2019-052B,OBJECT B,44487,PRC,95.52,97.6,561.0,527.0,2019-08-17,0
136,2019-052A,OBJECT A,44486,PRC,95.55,97.6,561.0,530.0,2019-08-17,0
137,2019-022D,AEROCUBE 10A (JIMSAT),44485,US,94.15,51.64,485.0,470.0,2019-04-17,0
138,2019-022C,AEROCUBE 10B (DOUGSAT),44484,US,94.16,51.64,485.0,471.0,2019-04-17,0
139,2019-051C,ATLAS 5 CENTAUR R/B,44483,US,903.61,9.55,35309.0,13857.0,2019-08-08,0
140,2019-051B,TDO SPACECRAFT,44482,US,620.51,26.06,35232.0,209.0,2019-08-08,0
141,2019-051A,AEHF 5 (USA 292),44481,US,1297.14,7.11,35284.0,30758.0,2019-08-08,0
142,2019-050B,FALCON 9 R/B,44480,US,628.63,26.21,35623.0,238.0,2019-08-06,0
143,2019-050A,AMOS 17,44479,ISRA,1436.04,0.05,35794.0,35777.0,2019-08-06,0
144,2019-049D,ARIANE 5 DEB (SYLDA),44478,FR,627.17,4.72,35556.0,230.0,2019-08-06,0
145,2019-049C,ARIANE 5 R/B,44477,FR,625.79,4.78,35494.0,219.0,2019-08-06,0
146,2019-049B,INTELSAT 39,44476,ITSO,1436.07,0.01,35789.0,35783.0,2019-08-06,0
147,2019-049A,EDRS-C,44475,ESA,1436.04,0.07,35788.0,35783.0,2019-08-06,0
148,2019-006DW,MICROSAT-R DEB,44472,IND,100.71,96.53,1307.0,277.0,2019-01-24,0
149,2019-006DV,MICROSAT-R DEB,44471,IND,92.32,95.52,521.0,256.0,2019-01-24,0
150,2019-006DU,MICROSAT-R DEB,44470,IND,102.64,95.46,1492.0,275.0,2019-01-24,0
151,2019-006DT,MICROSAT-R DEB,44469,IND,96.53,95.36,921.0,264.0,2019-01-24,0
152,2019-006DR,MICROSAT-R DEB,44467,IND,90.73,95.06,395.0,226.0,2019-01-24,0
153,2019-006DQ,MICROSAT-R DEB,44466,IND,92.11,93.96,503.0,253.0,2019-01-24,0
154,2019-006DP,MICROSAT-R DEB,44465,IND,93.66,97.34,651.0,256.0,2019-01-24,0
155,2019-006DM,MICROSAT-R DEB,44463,IND,107.07,95.87,1902.0,280.0,2019-01-24,0
156,2019-048C,BREEZE-M DEB (TANK),44459,CIS,633.27,48.48,35763.0,336.0,2019-08-05,0
157,2019-048B,BREEZE-M R/B,44458,CIS,1594.99,0.2,42106.0,35578.0,2019-08-05,0
158,2019-048A,COSMOS 2539,44457,CIS,1436.07,0.02,35788.0,35784.0,2019-08-05,0
159,2019-047A,PROGRESS MS-12,44455,CIS,92.89,51.64,421.0,411.0,2019-07-31,0
160,2019-046B,FREGAT R/B,44454,CIS,719.25,62.75,39613.0,814.0,2019-07-30,0
161,2019-046A,MERIDIAN 8,44453,CIS,717.75,62.78,39344.0,1010.0,2019-07-30,0
162,2019-045D,CZ-2C R/B,44452,PRC,95.13,34.98,596.0,453.0,2019-07-26,0
163,2019-045C,YAOGAN-30 Q,44451,PRC,96.66,35.0,600.0,598.0,2019-07-26,0
164,2019-045B,YAOGAN-30 P,44450,PRC,96.66,35.0,607.0,591.0,2019-07-26,0
165,2019-045A,YAOGAN-30 N,44449,PRC,96.67,35.0,602.0,596.0,2019-07-26,0
166,2019-006DH,MICROSAT-R DEB,44445,IND,92.25,94.35,529.0,240.0,2019-01-24,0
167,1995-021K,ERS 2 DEB,44440,ESA,94.41,98.51,492.0,488.0,1995-04-21,0
168,2019-041C,SL-4 DEB,44439,CIS,88.18,51.6,200.0,169.0,2019-07-20,0
169,2019-041A,SOYUZ MS-13,44437,CIS,92.89,51.64,421.0,411.0,2019-07-20,0
170,1999-017H,USA 142 DEB,44436,US,637.19,29.53,35695.0,606.0,1999-04-09,0
171,1986-014J,USA 15 DEB,44435,US,99.36,63.29,1109.0,347.0,1986-02-09,0
172,1981-038H,TITAN 34B DEB,44434,US,437.41,63.17,24823.0,596.0,1981-04-24,0
173,1998-067QR,VCC B,44431,US,92.73,51.64,411.0,405.0,1998-11-20,0
174,1998-067QQ,VCC C,44430,US,92.71,51.64,410.0,405.0,1998-11-20,0
175,1998-067QP,ENTRYSAT,44429,FR,92.71,51.64,410.0,405.0,1998-11-20,0
176,1998-067QN,VCC A,44428,US,92.73,51.64,411.0,405.0,1998-11-20,0
177,1998-067QM,KRAKSAT,44427,POL,92.75,51.64,412.0,406.0,1998-11-20,0
178,1998-067QL,SWIATOWID,44426,POL,92.7,51.64,410.0,403.0,1998-11-20,0
179,2019-039E,VOLGA R/B,44425,CIS,94.46,97.6,510.0,474.0,2019-07-10,0
180,2019-039D,COSMOS 2538,44424,CIS,96.93,97.87,618.0,605.0,2019-07-10,0
181,2019-039C,COSMOS 2537,44423,CIS,97.04,97.88,624.0,610.0,2019-07-10,0
182,2019-039B,COSMOS 2536,44422,CIS,97.02,97.86,623.0,610.0,2019-07-10,0
183,2019-039A,COSMOS 2535,44421,CIS,96.91,97.87,617.0,605.0,2019-07-10,0
184,2019-036AC,LIGHTSAIL,44420,US,99.08,24.0,723.0,707.0,2019-06-25,0
185,2019-038F,JAISAT 1,44419,THAI,95.21,97.5,543.0,515.0,2019-07-05,0
186,2019-022H,NARSSCUBE-2,44418,EGYP,94.13,51.64,485.0,468.0,2019-04-17,0
187,2019-022G,RFTSAT,44417,US,94.14,51.64,485.0,468.0,2019-04-17,0
188,2019-022F,QUANTUM-RADAR 3,44416,US,94.14,51.64,485.0,468.0,2019-04-17,0
189,2019-022E,ORCA-1,44415,US,94.15,51.64,485.0,469.0,2019-04-17,0
190,2019-038AE,SOCRAT,44414,CIS,95.24,97.5,546.0,515.0,2019-07-05,0
191,2019-038AD,LEMUR 2 YNDRD,44413,US,95.24,97.5,545.0,515.0,2019-07-05,0
192,2019-038AC,OBJECT AC,44412,TBD,95.25,97.5,545.0,516.0,2019-07-05,0
193,2019-038AB,LEMUR 2 GREGROBINSON,44411,US,95.25,97.5,546.0,515.0,2019-07-05,0
194,2019-038AA,D STAR ONE (EXOCONNECT),44410,GER,95.23,97.5,544.0,515.0,2019-07-05,0
195,2019-038Z,LEMUR 2 EJATTA,44409,US,95.23,97.5,546.0,514.0,2019-07-05,0
196,2019-038Y,MOMENTUS-X1,44408,US,95.24,97.5,546.0,515.0,2019-07-05,0
197,2019-038X,LEMUR 2 ALEX-MADDY,44407,US,95.24,97.5,546.0,515.0,2019-07-05,0
198,2019-038W,OBJECT W,44406,US,95.24,97.5,546.0,514.0,2019-07-05,0
199,2019-038V,LEMUR 2 DUSTINTHEWIND,44405,US,95.24,97.5,546.0,514.0,2019-07-05,0
200,2019-038U,CARBONIX,44404,GER,95.24,97.5,545.0,516.0,2019-07-05,0
201,2019-038T,LEMUR 2 MORAG,44403,US,95.24,97.5,546.0,515.0,2019-07-05,0
202,2019-038S,LEMUR 2 WANLI,44402,US,95.24,97.5,547.0,514.0,2019-07-05,0
203,2019-038R,OBJECT R,44401,TBD,95.25,97.5,547.0,514.0,2019-07-05,0
204,2019-038Q,OBJECT Q,44400,TBD,95.26,97.5,547.0,515.0,2019-07-05,0
205,2019-038P,DOT-1,44399,UK,95.26,97.5,547.0,515.0,2019-07-05,0
206,2019-038N,OBJECT N,44398,TBD,95.25,97.5,547.0,514.0,2019-07-05,0
207,2019-038M,OBJECT M,44397,TBD,95.26,97.5,548.0,514.0,2019-07-05,0
208,2019-038L,LEMUR 2 LILLYJO,44396,US,95.24,97.5,546.0,514.0,2019-07-05,0
209,2019-038K,OBJECT K,44395,TBD,95.26,97.5,547.0,515.0,2019-07-05,0
210,2019-038J,AMGU-1 (AMURSAT),44394,CIS,95.23,97.5,544.0,515.0,2019-07-05,0
211,2019-038H,D STAR ONE (LIGHTSAT),44393,GER,95.23,97.5,544.0,515.0,2019-07-05,0
212,2019-038G,OBJECT G,44392,TBD,95.22,97.5,543.0,515.0,2019-07-05,0
213,2019-038E,VDNH 80,44391,CIS,96.21,97.7,590.0,564.0,2019-07-05,0
214,2019-038D,ICEYE-X4,44390,FIN,96.22,97.69,591.0,564.0,2019-07-05,0
215,2019-038C,ICEYE-X5,44389,FIN,96.23,97.7,591.0,564.0,2019-07-05,0
216,2019-038B,OBJECT B,44388,TBD,96.25,97.7,593.0,564.0,2019-07-05,0
217,2019-038A,METEOR M2-2,44387,CIS,101.17,98.58,816.0,812.0,2019-07-05,0
218,2019-036AB,PROMETHEUS 2-6,44386,US,95.92,28.53,824.0,302.0,2019-06-25,0
219,1998-067QK,IOD-1_GEMS,44385,UK,92.7,51.64,409.0,404.0,1998-11-20,0
220,2019-006DE,MICROSAT-R DEB,44383,IND,103.98,96.18,1613.0,280.0,2019-01-24,0
221,2019-006DD,MICROSAT-R DEB,44382,IND,96.93,94.69,955.0,268.0,2019-01-24,0
222,2019-006DC,MICROSAT-R DEB,44381,IND,102.2,94.62,1451.0,274.0,2019-01-24,0
223,2019-036Z,OBJECT Z,44375,US,95.84,28.52,815.0,303.0,2019-06-25,0
224,2019-037K,PROMETHEUS 2-7,44374,US,93.63,45.02,457.0,446.0,2019-06-29,0
225,2019-037H,ELECTRON R/B,44372,US,91.52,45.01,412.0,287.0,2019-06-29,0
226,2019-037G,SPACEBEE-8,44371,US,93.44,45.01,453.0,433.0,2019-06-29,0
227,2019-037F,SPACEBEE-9,44370,US,93.5,45.01,456.0,436.0,2019-06-29,0
228,2019-037E,ACRUX 1,44369,AUS,93.52,45.01,457.0,437.0,2019-06-29,0
229,2019-037D,ELECTRON KICK STAGE R/B,44368,US,93.53,45.01,457.0,438.0,2019-06-29,0
230,2019-037C,GLOBAL-3,44367,US,93.64,45.01,459.0,446.0,2019-06-29,0
231,2019-037B,PROMETHEUS 2-9,44366,US,93.63,45.02,458.0,447.0,2019-06-29,0
232,2019-037A,PAINANI 1,44365,MEX,93.69,45.01,459.0,451.0,2019-06-29,0
233,1998-067QJ,PINOT,44364,US,92.78,51.64,417.0,405.0,1998-11-20,0
234,1991-076Q,USA 72 DEB,44363,US,259.62,63.37,11732.0,2474.0,1991-11-08,0
235,1988-077V,TITAN 34D TRANSTAGE DEB,44362,US,601.76,26.54,34158.0,307.0,1988-09-02,0
236,2019-036Y,OBJECT Y,44361,US,95.82,28.52,821.0,296.0,2019-06-25,0
237,2019-036X,CP-9 LEO,44360,US,95.82,28.52,820.0,296.0,2019-06-25,0
238,2019-036W,TBEX-B,44359,US,95.66,28.52,803.0,298.0,2019-06-25,0
239,2019-036V,FORMOSAT7-5/COSMIC2-5,44358,ROC,99.05,24.0,724.0,703.0,2019-06-25,0
240,2019-036U,OBJECT U,44357,US,96.06,28.53,836.0,303.0,2019-06-25,0
241,2019-036T,OCULUS-ASR,44356,US,95.69,28.53,805.0,299.0,2019-06-25,0
242,2019-036S,BRICSAT 2,44355,US,95.99,28.53,828.0,305.0,2019-06-25,0
243,2019-036R,PSAT 2,44354,US,96.08,28.53,836.0,305.0,2019-06-25,0
244,2019-036Q,FORMOSAT7-6/COSMIC2-6,44353,ROC,99.06,24.0,724.0,704.0,2019-06-25,0
245,2019-036P,ARMADILLO,44352,US,96.07,28.53,835.0,306.0,2019-06-25,0
246,2019-036N,FORMOSAT7-2/COSMIC2-2,44351,ROC,99.07,24.0,724.0,705.0,2019-06-25,0
247,2019-036M,FORMOSAT7-4/COSMIC2-4,44350,ROC,99.08,24.0,724.0,706.0,2019-06-25,0
248,2019-036L,FORMOSAT7-1/COSMIC2-1,44349,ROC,95.54,24.0,553.0,537.0,2019-06-25,0
249,2019-036K,OBJECT K,44348,US,96.12,28.52,840.0,305.0,2019-06-25,0
250,2019-036J,FALCONSAT-7,44347,US,95.85,28.53,815.0,305.0,2019-06-25,0
251,2019-036H,TEPCE,44346,US,96.14,28.52,842.0,306.0,2019-06-25,0
252,2019-036G,FALCON HEAVY R/B,44345,US,306.86,42.21,11948.0,5436.0,2019-06-25,0
253,2019-036F,DSX,44344,US,316.92,42.2,12046.0,5993.0,2019-06-25,0
254,2019-036E,FORMOSAT7-3/COSMIC2-3,44343,ROC,99.09,24.0,724.0,707.0,2019-06-25,0
255,2019-036D,GPIM,44342,US,99.02,24.0,725.0,699.0,2019-06-25,0
256,2019-036C,OTB,44341,US,99.12,24.0,725.0,708.0,2019-06-25,0
257,2019-036B,NPSAT1,44340,US,99.12,24.0,725.0,709.0,2019-06-25,0
258,2019-036A,PROX-1,44339,US,99.13,24.0,724.0,710.0,2019-06-25,0
259,2019-035B,CZ-3B R/B,44338,PRC,355.24,28.42,20350.0,124.0,2019-06-24,0
260,2019-035A,BEIDOU 3 IGSO-2,44337,PRC,1436.2,55.05,35838.0,35740.0,2019-06-24,0
261,2019-034D,ARIANE 5 DEB (SYLDA),44336,FR,627.37,6.24,35528.0,268.0,2019-06-20,0
262,2019-034C,ARIANE 5 R/B,44335,FR,624.52,5.94,35400.0,249.0,2019-06-20,0
263,2019-034B,EUTELSAT 7C,44334,EUTE,1436.15,0.3,41307.0,30269.0,2019-06-20,0
264,2019-034A,AT&T T-16,44333,US,1435.98,0.04,35788.0,35780.0,2019-06-20,0
265,1998-067QH,SPOOQY1,44332,SING,92.7,51.64,411.0,402.0,1998-11-20,0
266,1998-067QG,UGUISU,44331,JPN,92.7,51.64,412.0,402.0,1998-11-20,0
267,1998-067QF,RAAVANA1,44330,LKA,92.7,51.64,412.0,402.0,1998-11-20,0
268,1998-067QE,NEPALISAT1,44329,NPL,92.7,51.64,412.0,402.0,1998-11-20,0
269,2019-032M,CZ-11 DEB,44325,PRC,91.92,44.91,480.0,258.0,2019-06-05,0
270,2019-033C,RCM-2,44324,CA,96.48,97.76,591.0,589.0,2019-06-12,0
271,2019-033B,RCM-3,44323,CA,96.48,97.76,591.0,589.0,2019-06-12,0
272,2019-033A,RCM-1,44322,CA,96.48,97.76,591.0,589.0,2019-06-12,0
273,1981-038G,TITAN 34B DEB,44321,US,440.56,63.17,25025.0,577.0,1981-04-24,0
274,2019-032L,CZ-11 DEB,44320,PRC,91.11,44.9,409.0,250.0,2019-06-05,0
