,OBJECT_ID,OBJECT_NAME,NORAD_CAT_ID,COUNTRY,PERIOD,INCLINATION,APOGEE,PERIGEE,LAUNCH,active
12719,1998-072A,NADEZHDA 5,25567,CIS,104.97,82.95,1012.0,973.0,1998-12-10,0
12720,1990-111D,SL-8 DEB,25563,CIS,100.13,74.05,779.0,750.0,1990-12-10,0
12721,1998-071B,PEGASUS R/B,25561,US,96.53,69.92,599.0,586.0,1998-12-06,0
12722,1998-071A,SWAS,25560,US,96.4,69.9,593.0,580.0,1998-12-06,0
12723,1998-070A,EUTE 115 WEST A(SATMEX 5,25558,EUTE,1458.63,4.92,36235.0,36218.0,1998-12-06,0
12724,1998-068C,DELTA 2 R/B(2),25548,US,669.24,19.35,36627.0,1306.0,1998-11-22,0
12725,1998-068A,BONUM 1,25546,CIS,1454.03,5.85,36155.0,36119.0,1998-11-22,0
12726,1998-067A,ISS (ZARYA),25544,ISS,92.89,51.64,421.0,411.0,1998-11-20,1
12727,1988-109K,ARIANE 44LP DEB,25543,FR,627.44,6.68,35364.0,435.0,1988-12-11,0
12728,1988-109J,ARIANE 44LP DEB,25542,FR,621.4,7.0,35036.0,451.0,1988-12-11,0
12729,1988-109H,ARIANE 44LP DEB,25541,FR,608.79,7.11,34328.0,504.0,1988-12-11,0
12730,1988-109G,ARIANE 44LP DEB,25540,FR,502.86,6.66,28756.0,382.0,1988-12-11,0
12731,1988-109F,ARIANE 44LP DEB,25539,FR,544.84,7.26,31008.0,430.0,1988-12-11,0
12732,1988-109E,ARIANE 44LP DEB,25538,FR,647.4,7.17,36221.0,603.0,1988-12-11,0
12733,1998-066A,IRIDIUM 2,25527,US,94.85,85.53,517.0,506.0,1998-11-06,0
12734,1966-040D,NIMBUS 2 DEB,25526,US,105.49,100.58,1049.0,985.0,1966-05-15,0
12735,1998-065D,SL-12 R/B(2),25525,CIS,765.3,18.64,35934.0,6740.0,1998-11-04,0
12736,1998-065A,INTELSAT 8 (PAS 8),25522,US,1512.82,2.96,38533.0,36018.0,1998-11-04,0
12737,1998-064B,PAN SAT,25520,US,94.16,28.46,482.0,474.0,1998-10-29,0
12738,1998-063B,AMC-5 (GE-5),25516,SES,1449.7,6.88,36060.0,36044.0,1998-10-28,0
12739,1998-063A,AFRISTAR,25515,US,1454.47,4.99,36149.0,36142.0,1998-10-28,0
12741,1998-061C,DELTA 2 R/B(1),25510,US,100.18,31.43,1001.0,533.0,1998-10-24,0
12742,1998-061B,SEDSAT 1,25509,US,100.67,31.43,1039.0,542.0,1998-10-24,0
12744,1998-060B,PEGASUS R/B,25506,US,99.58,25.0,755.0,722.0,1998-10-23,0
12745,1998-060A,SCD 2,25504,BRAZ,99.72,25.0,757.0,733.0,1998-10-23,1
12746,1998-059A,MAQSAT/ARIANE 5,25503,FR,641.22,7.58,35513.0,994.0,1998-10-21,0
12747,1998-058B,ATLAS 2A CENTAUR R/B,25502,US,344.17,27.05,19518.0,262.0,1998-10-20,0
12748,1998-058A,UFO 9 (USA 140),25501,US,1466.73,8.79,36432.0,36336.0,1998-10-20,0
12749,1998-057A,EUTE 25A (HB 5),25495,EUTE,1462.6,5.17,36338.0,36269.0,1998-10-09,0
12750,1998-056B,SIRIUS 3,25492,SES,1454.01,7.75,36148.0,36124.0,1998-10-05,0
12751,1998-056A,EUTELSAT W2,25491,EUTE,1450.72,7.25,36081.0,36063.0,1998-10-05,0
12752,1998-055B,TAURUS R/B,25490,US,98.04,85.07,675.0,655.0,1998-10-03,0
12753,1998-055A,STEX,25489,US,99.4,84.99,738.0,722.0,1998-10-03,0
12754,1998-054A,MOLNIYA 1-91,25485,CIS,609.23,62.68,34592.0,263.0,1998-09-28,0
12755,1998-053K,PEGASUS R/B(2),25484,US,99.88,44.53,798.0,708.0,1998-09-23,0
12756,1998-053H,ORBCOMM FM 28,25482,ORB,100.45,45.01,783.0,777.0,1998-09-23,0
12757,1998-053G,ORBCOMM FM 27,25481,ORB,100.5,45.01,784.0,781.0,1998-09-23,1
12758,1998-053F,ORBCOMM FM 26,25480,ORB,100.51,45.01,787.0,779.0,1998-09-23,0
12759,1998-053E,ORBCOMM FM 25,25479,ORB,100.5,45.01,785.0,779.0,1998-09-23,0
12760,1998-053D,ORBCOMM FM 24,25478,ORB,100.5,45.01,784.0,780.0,1998-09-23,0
12761,1998-053C,ORBCOMM FM 23,25477,ORB,100.51,45.01,785.0,780.0,1998-09-23,1
12762,1998-053B,ORBCOMM FM 22,25476,ORB,100.49,45.01,785.0,779.0,1998-09-23,0
12763,1998-053A,ORBCOMM FM 21,25475,ORB,100.5,45.01,784.0,780.0,1998-09-23,1
12764,1998-052A,INTELSAT 7 (PAS 7),25473,US,1466.19,4.99,36411.0,36337.0,1998-09-16,0
12765,1998-051A,IRIDIUM 82,25467,US,96.61,86.4,720.0,472.0,1998-09-08,0
12766,1998-050D,SL-12 R/B(2),25465,CIS,787.63,15.56,36021.0,7726.0,1998-08-30,0
12767,1998-050A,ASTRA 2A,25462,SES,1436.11,1.05,35798.0,35776.0,1998-08-30,1
12768,1998-049B,ARIANE 44P R/B,25461,FR,432.43,4.19,24863.0,266.0,1998-08-25,0
12769,1998-049A,ST 1,25460,STCT,1458.28,6.09,36247.0,36192.0,1998-08-25,0
12770,1987-068CC,SL-14 DEB,25454,CIS,102.38,82.17,930.0,812.0,1987-08-18,0
12771,1994-029AED,PEGASUS DEB,25449,US,112.47,82.13,2093.0,587.0,1994-05-19,0
12772,1994-029ADZ,PEGASUS DEB,25445,US,98.57,81.99,801.0,580.0,1994-05-19,0
12773,1987-068BX,SL-14 DEB,25444,CIS,103.33,82.56,930.0,902.0,1987-08-18,0
12774,1994-029ADX,PEGASUS DEB,25442,US,100.3,81.77,976.0,570.0,1994-05-19,0
12776,1998-046H,ORBCOMM FM 13,25420,ORB,100.5,45.0,786.0,779.0,1998-08-02,1
12777,1998-046G,ORBCOMM FM 14,25419,ORB,100.49,45.0,785.0,779.0,1998-08-02,1
12778,1998-046F,ORBCOMM FM 15,25418,ORB,100.49,45.0,785.0,779.0,1998-08-02,1
12779,1998-046E,ORBCOMM FM 16,25417,ORB,100.48,45.0,785.0,778.0,1998-08-02,0
12780,1998-046D,ORBCOMM FM 20,25416,ORB,100.5,45.0,784.0,781.0,1998-08-02,1
12781,1998-046C,ORBCOMM FM 19,25415,ORB,100.5,45.0,785.0,779.0,1998-08-02,1
12782,1998-046B,ORBCOMM FM 18,25414,ORB,100.49,45.0,786.0,778.0,1998-08-02,1
12783,1998-046A,ORBCOMM FM 17,25413,ORB,100.64,45.0,792.0,786.0,1998-08-02,0
12784,1998-045F,SL-16 DEB,25412,CIS,104.64,71.08,1113.0,842.0,1998-07-28,0
12785,1998-045E,SL-16 DEB,25411,CIS,105.06,70.99,1155.0,840.0,1998-07-28,0
12786,1998-045D,SL-16 DEB,25410,CIS,105.04,70.98,1151.0,842.0,1998-07-28,0
12787,1998-045C,SL-16 DEB,25409,CIS,104.77,71.08,1125.0,842.0,1998-07-28,0
12788,1998-045B,SL-16 R/B,25407,CIS,101.71,71.01,846.0,833.0,1998-07-28,0
12789,1998-045A,COSMOS 2360,25406,CIS,101.95,70.83,856.0,846.0,1998-07-28,0
12790,1998-044B,CZ-3B R/B,25405,PRC,638.27,18.18,35800.0,557.0,1998-07-18,0
12791,1998-044A,CHINASAT 5B (SINOSAT 1),25404,PRC,1451.77,6.02,36134.0,36052.0,1998-07-18,0
12792,1998-043K,SL-16 DEB,25403,CIS,104.52,98.58,1129.0,815.0,1998-07-10,0
12793,1998-043J,SL-16 DEB,25402,CIS,103.16,99.38,1021.0,795.0,1998-07-10,0
12794,1998-043H,SL-16 DEB,25401,CIS,103.32,98.57,1034.0,797.0,1998-07-10,0
12795,1998-043G,SL-16 R/B,25400,CIS,101.02,98.58,814.0,800.0,1998-07-10,0
12796,1998-043F,SAFIR 2,25399,GER,101.08,98.67,811.0,809.0,1998-07-10,0
12797,1998-043E,WESTPAC,25398,AUS,101.21,98.7,817.0,814.0,1998-07-10,0
12798,1998-043D,TECHSAT 1B,25397,ISRA,101.15,98.7,815.0,811.0,1998-07-10,0
12799,1998-043C,TMSAT,25396,THAI,101.09,98.68,812.0,808.0,1998-07-10,0
12800,1998-043B,FASAT B,25395,CHLE,101.04,98.66,810.0,806.0,1998-07-10,0
12801,1998-043A,RESURS O1-N4,25394,CIS,101.09,98.64,812.0,809.0,1998-07-10,0
12802,1998-041C,M-5 R/B(2),25388,JPN,27724.05,23.88,592196.0,1917.0,1998-07-03,0
12804,1998-037A,INTELSAT 805,25371,ITSO,1436.08,1.88,35801.0,35772.0,1998-06-18,1
12805,1998-036G,SL-14 R/B,25369,CIS,118.55,82.59,1891.0,1340.0,1998-06-15,0
12806,1998-036F,COSMOS 2357,25368,CIS,117.71,82.59,1861.0,1295.0,1998-06-15,0
12807,1998-036E,COSMOS 2356,25367,CIS,117.8,82.58,1865.0,1300.0,1998-06-15,0
12808,1998-036D,COSMOS 2355,25366,CIS,117.86,82.59,1865.0,1305.0,1998-06-15,0
12809,1998-036C,COSMOS 2354,25365,CIS,117.95,82.59,1869.0,1308.0,1998-06-15,0
12810,1998-036B,COSMOS 2353,25364,CIS,117.86,82.59,1867.0,1302.0,1998-06-15,0
12811,1998-036A,COSMOS 2352,25363,CIS,118.02,82.6,1872.0,1312.0,1998-06-15,0
12812,1998-035C,DELTA 2 R/B(2),25360,US,682.17,18.96,37077.0,1506.0,1998-06-10,0
12813,1998-035B,DELTA 2 R/B(1),25359,US,111.24,26.38,1678.0,890.0,1998-06-10,0
12814,1998-035A,THOR 3,25358,NOR,1457.09,7.3,36206.0,36188.0,1998-06-10,1
12815,1998-033A,CHINASAT 5A (CHINASTAR1),25354,PRC,1454.64,3.09,36155.0,36142.0,1998-05-30,0
12816,1997-049E,METEOSAT 7 AKM,25353,ESA,1430.61,13.68,36009.0,35350.0,1997-09-02,0
12817,1996-026B,TITAN 4B CENTAUR R/B,25349,US,1446.2,8.68,37894.0,34074.0,1996-04-24,0
12818,1998-032C,IRIDIUM 73,25344,US,99.37,86.45,730.0,726.0,1998-05-17,0
12819,1996-053D,SL-12 R/B(2),25339,CIS,1467.97,14.22,36640.0,36176.0,1996-09-06,0
12820,1998-030A,NOAA 15,25338,US,100.99,98.74,812.0,799.0,1998-05-13,1
12821,1998-029B,TITAN 4B CENTAUR R/B,25337,US,1436.12,9.91,35985.0,35589.0,1998-05-09,0
12822,1998-029A,USA 139,25336,US,1436.11,8.74,35926.0,35647.0,1998-05-09,1
12823,1998-028D,SL-12 R/B(2),25334,CIS,790.44,14.76,35753.0,8127.0,1998-05-07,0
12824,1998-028A,ECHOSTAR 4,25331,US,1455.25,8.03,36213.0,36108.0,1998-05-07,0
12825,1998-027D,SL-6 R/B(2),25330,CIS,707.66,63.1,38896.0,958.0,1998-05-07,0
12826,1998-027A,COSMOS 2351,25327,CIS,718.54,66.46,37667.0,2725.0,1998-05-07,0
12827,1998-026B,IRIDIUM 71,25320,US,100.05,86.4,764.0,758.0,1998-05-02,0
12828,1998-026A,IRIDIUM 69,25319,US,100.08,86.4,765.0,760.0,1998-05-02,0
12829,1998-025D,SL-12 R/B(2),25318,CIS,1439.39,13.01,35981.0,35721.0,1998-04-29,0
12830,1998-025A,COSMOS 2350,25315,CIS,1436.01,12.99,35804.0,35766.0,1998-04-29,0
12831,1998-024B,BSAT-1B,25312,JPN,1452.77,6.54,36132.0,36092.0,1998-04-28,0
12832,1998-024A,NILESAT,25311,EGYP,1478.55,5.25,36726.0,36501.0,1998-04-28,0
12833,1998-023D,GLOBALSTAR M008,25309,GLOB,116.51,52.0,1526.0,1521.0,1998-04-24,0
12834,1998-023C,GLOBALSTAR M015,25308,GLOB,125.34,51.98,1928.0,1908.0,1998-04-24,0
12835,1998-023B,GLOBALSTAR M006,25307,GLOB,124.34,52.0,1877.0,1871.0,1998-04-24,0
12836,1998-023A,GLOBALSTAR M014,25306,GLOB,123.56,51.99,1840.0,1839.0,1998-04-24,0
12837,1998-021B,IRIDIUM 63,25286,US,100.36,86.4,777.0,774.0,1998-04-07,0
12838,1993-014F,START 1 DEB,25284,CIS,100.97,75.76,938.0,671.0,1993-03-25,0
12839,1989-062F,ARIANE 44LP DEB,25282,FR,534.38,7.22,30460.0,411.0,1989-08-08,0
12840,1998-020B,PEGASUS R/B,25281,US,94.97,97.54,525.0,509.0,1998-04-02,0
12841,1998-020A,TRACE,25280,US,95.16,97.48,542.0,511.0,1998-04-02,0
12842,1989-062E,ARIANE 44LP DEB,25279,FR,576.0,7.36,32757.0,350.0,1989-08-08,0
12843,1998-019B,IRIDIUM 57,25273,US,100.39,86.39,779.0,776.0,1998-03-30,0
12844,1968-055E,DELTA 1 DEB,25270,US,143.87,120.61,4733.0,701.0,1968-07-04,0
12845,1998-018A,IRIDIUM 51,25262,US,96.73,86.39,746.0,458.0,1998-03-25,0
12846,1998-017B,ARIANE 40 R/B,25261,FR,100.43,98.65,782.0,776.0,1998-03-24,0
12847,1998-017A,SPOT 4,25260,FR,99.06,98.3,723.0,705.0,1998-03-24,0
12848,1998-016A,UFO 8 (USA 138),25258,US,1436.07,8.42,35798.0,35774.0,1998-03-16,1
12849,1981-043D,SL-3 DEB,25255,CIS,102.28,81.29,899.0,834.0,1981-05-14,0
12850,1993-059H,SL-16 DEB,25254,CIS,101.31,70.99,831.0,811.0,1993-09-16,0
12851,1978-068C,ATLAS CENTAUR DEB,25253,US,639.94,21.36,35631.0,811.0,1978-06-29,0
12852,1987-068BP,SL-14 DEB,25246,CIS,101.92,82.25,909.0,790.0,1987-08-18,0
12853,1998-014A,NSS 806 (INTELSAT 806),25239,SES,1453.38,0.99,36141.0,36108.0,1998-02-28,0
12854,1998-013A,EUTE 16B (HB 4),25237,EUTE,1465.25,6.0,36377.0,36334.0,1998-02-27,0
12855,1987-068BE,SL-14 DEB,25227,CIS,101.51,82.53,843.0,816.0,1987-08-18,0
12856,1987-068BD,SL-14 DEB,25226,CIS,102.91,82.53,949.0,844.0,1987-08-18,0
12857,1987-068BC,SL-14 DEB,25225,CIS,102.35,82.51,921.0,819.0,1987-08-18,0
12858,1987-068AY,SL-14 DEB,25221,CIS,106.35,82.3,1183.0,932.0,1987-08-18,0
12859,1987-068AR,SL-14 DEB,25214,CIS,102.7,82.54,897.0,876.0,1987-08-18,0
12860,1987-068AG,SL-14 DEB,25205,CIS,103.47,82.54,933.0,912.0,1987-08-18,0
12861,1987-068AF,SL-14 DEB,25204,CIS,103.55,82.43,1012.0,841.0,1987-08-18,0
12862,1987-068AE,SL-14 DEB,25203,CIS,101.38,82.27,896.0,752.0,1987-08-18,0
12863,1987-068AA,SL-14 DEB,25199,CIS,104.69,82.37,1050.0,911.0,1987-08-18,0
12864,1987-068N,SL-14 DEB,25187,CIS,101.24,82.55,831.0,804.0,1987-08-18,0
12865,1998-011A,COMETS,25175,JPN,328.09,30.15,17706.0,1053.0,1998-02-21,0
12866,1998-008D,GLOBALSTAR M003,25165,GLOB,118.81,52.0,1634.0,1621.0,1998-02-14,0
12867,1998-008C,GLOBALSTAR M002,25164,GLOB,123.98,52.0,1859.0,1858.0,1998-02-14,0
12868,1998-008B,GLOBALSTAR M004,25163,GLOB,113.99,52.0,1412.0,1407.0,1998-02-14,0
12869,1998-008A,GLOBALSTAR M001,25162,GLOB,116.31,52.0,1515.0,1514.0,1998-02-14,0
12870,1998-007E,TAURUS DEB,25161,US,101.03,107.99,852.0,762.0,1998-02-10,0
12871,1998-007D,CELESTIS 02/TAURUS R/B,25160,US,101.3,107.97,866.0,775.0,1998-02-10,0
12872,1998-007C,ORBCOMM FM 4,25159,ORB,100.72,107.99,826.0,760.0,1998-02-10,1
12873,1998-007B,ORBCOMM FM 3,25158,ORB,100.74,108.0,830.0,758.0,1998-02-10,0
12874,1998-007A,GFO,25157,US,95.94,108.04,681.0,447.0,1998-02-10,0
12875,1963-049N,TRANSIT 5B-2 DEB,25156,US,106.34,89.91,1084.0,1030.0,1963-12-05,0
12876,1998-006B,INMARSAT 3-F5,25153,IM,1436.15,4.29,35809.0,35766.0,1998-02-04,1
12877,1998-006A,BRAZILSAT B3,25152,BRAZ,1451.4,5.68,36087.0,36084.0,1998-02-04,0
12878,1998-005B,ATLAS 2A R/B,25149,US,696.1,62.76,37317.0,1962.0,1998-01-29,0
12880,1998-002E,DELTA 2 DEB,25138,US,105.19,26.88,1249.0,757.0,1998-01-10,0
12881,1998-002C,DELTA 2 R/B(2),25136,US,654.96,23.32,36047.0,1162.0,1998-01-10,0
12882,1998-002B,DELTA 2 R/B(1),25135,US,105.7,26.89,1291.0,763.0,1998-01-10,0
12883,1998-002A,SKYNET 4D,25134,UK,1452.25,11.22,36112.0,36093.0,1998-01-10,0
12884,1997-086A,HGS 1 (ASIASAT 3),25126,US,1436.67,9.21,35996.0,35599.0,1997-12-24,0
12885,1967-065E,THOR BURNER 2 DEB,25122,US,172.47,90.12,3923.0,3848.0,1967-06-29,0
12886,1997-084H,ORBCOMM FM 7,25119,ORB,100.07,45.02,764.0,760.0,1997-12-23,1
12887,1997-084G,ORBCOMM FM 6,25118,ORB,100.07,45.02,763.0,760.0,1997-12-23,1
12888,1997-084F,ORBCOMM FM 5,25117,ORB,100.07,45.02,764.0,760.0,1997-12-23,1
12889,1997-084E,ORBCOMM FM 9,25116,ORB,100.07,45.02,766.0,758.0,1997-12-23,1
12890,1997-084D,ORBCOMM FM 12,25115,ORB,100.07,45.02,765.0,759.0,1997-12-23,1
12891,1997-084C,ORBCOMM FM 11,25114,ORB,100.07,45.02,766.0,758.0,1997-12-23,1
12892,1997-084B,ORBCOMM FM 10,25113,ORB,100.07,45.02,765.0,759.0,1997-12-23,1
12893,1997-084A,ORBCOMM FM 8,25112,ORB,100.07,45.02,767.0,757.0,1997-12-23,1
12894,1997-083A,INTELSAT 804,25110,ITSO,1437.33,10.7,35832.0,35789.0,1997-12-21,0
12895,1997-082B,IRIDIUM 24,25105,US,100.0,86.39,768.0,749.0,1997-12-20,0
12896,1997-082A,IRIDIUM 45,25104,US,97.03,86.38,766.0,467.0,1997-12-20,1
12897,1967-065D,THOR BURNER 2 DEB,25101,US,171.88,90.39,3933.0,3792.0,1967-06-29,0
12898,1979-104D,ARIANE 1 DEB,25098,ESA,332.1,17.7,18632.0,383.0,1979-12-24,0
12899,1966-077S,OPS 0856 DEB,25097,US,161.86,88.7,5353.0,1567.0,1966-08-19,0
12900,1997-078A,GALAXY 8,25086,US,1444.31,12.39,35977.0,35917.0,1997-12-08,0
12901,1991-009CX,SL-8 DEB,25085,CIS,117.73,74.11,1725.0,1433.0,1991-02-12,0
12902,1997-077B,IRIDIUM 44,25078,US,100.12,86.4,766.0,762.0,1997-12-08,0
12903,1997-077A,IRIDIUM 42,25077,US,100.38,86.4,778.0,775.0,1997-12-08,0
12904,1997-076D,SL-12 R/B(2),25074,CIS,837.47,10.37,35983.0,10123.0,1997-12-02,0
12905,1997-076A,ASTRA 1G,25071,SES,1436.07,4.09,35802.0,35770.0,1997-12-02,1
12906,1997-075B,EQUATOR S,25068,GER,1336.59,6.16,66956.0,676.0,1997-12-02,0
12907,1997-075A,JCSAT 5,25067,JPN,1459.62,7.03,36323.0,36168.0,1997-12-02,0
12908,1990-036C,SL-8 DEB,25057,CIS,104.16,82.94,970.0,940.0,1990-04-20,0
12909,1997-070F,SL-12 R/B(AUX MOTOR),25054,CIS,227.4,46.62,11676.0,249.0,1997-11-12,0
12910,1997-070E,SL-12 R/B(AUX MOTOR),25053,CIS,595.72,45.83,32981.0,1167.0,1997-11-12,0
12911,1997-071B,INDOSTAR 1,25050,INDO,1435.43,10.27,35788.0,35758.0,1997-11-11,0
12912,1997-071A,SIRIUS 2 (GE-1E),25049,SWED,1448.68,7.98,36038.0,36027.0,1997-11-11,0
12913,1997-070D,SL-12 R/B(2),25048,CIS,1445.34,14.8,36024.0,35910.0,1997-11-12,0
12914,1997-070A,KUPON,25045,CIS,1435.81,14.57,35804.0,35758.0,1997-11-12,0
12915,1997-069E,IRIDIUM 38,25043,US,100.27,86.4,773.0,769.0,1997-11-09,0
12916,1997-069D,IRIDIUM 39,25042,US,99.56,86.4,751.0,724.0,1997-11-09,0
12918,1997-068A,USA 136,25034,US,717.84,63.38,36211.0,4147.0,1997-11-08,1
12919,1997-067A,NAVSTAR 44 (USA 135),25030,US,764.18,56.0,21367.0,21253.0,1997-11-06,0
12920,1993-036D,SL-8 DEB,25028,CIS,100.26,74.04,778.0,763.0,1993-06-16,0
12921,1992-053D,SL-8 DEB,25027,CIS,100.12,74.03,768.0,760.0,1992-08-12,0
12922,1997-066D,ARIANE 5 DEB (SPELTRA),25026,FR,467.22,7.83,26580.0,554.0,1997-10-30,0
12923,1997-066C,TEAMSAT,25025,ESA,467.59,7.84,26597.0,558.0,1997-10-30,0
12924,1997-066B,MAQSAT B,25024,ESA,466.26,7.78,26521.0,559.0,1997-10-30,0
12925,1997-066A,MAQSAT H,25023,ESA,464.39,7.74,26409.0,564.0,1997-10-30,0
12926,1997-065C,IABS R/B,25021,US,1424.97,14.46,35697.0,35440.0,1997-10-25,0
12927,1997-065A,USA 134,25019,US,1436.07,9.93,35808.0,35764.0,1997-10-25,1
12929,1997-062A,APSTAR 2R (TELSTAR 10),25010,PRC,1451.52,5.6,36137.0,36039.0,1997-10-16,0
12932,1997-059A,ECHOSTAR 3,25004,US,1456.43,3.92,36218.0,36149.0,1997-10-05,0
12933,1968-081H,TITAN 3C TRANSTAGE DEB,25001,US,1416.02,4.15,35655.0,35130.0,1968-09-26,0
12934,1968-081G,TITAN 3C TRANSTAGE DEB,25000,US,1425.35,4.47,36100.0,35052.0,1968-09-26,0
12935,1994-029ADD,PEGASUS DEB,24996,US,101.23,82.19,1061.0,572.0,1994-05-19,0
12936,1987-079J,SL-12 DEB,24990,CIS,299.89,64.74,16387.0,539.0,1987-09-16,0
12937,1994-029ACT,PEGASUS DEB,24985,US,106.25,81.52,1546.0,560.0,1994-05-19,0
12938,1994-029ACN,PEGASUS DEB,24980,US,100.24,81.59,985.0,555.0,1994-05-19,0
12939,1994-029ACL,PEGASUS DEB,24978,US,99.11,81.44,952.0,480.0,1994-05-19,0
12940,1992-053C,SL-8 DEB,24974,CIS,100.63,74.05,805.0,772.0,1992-08-12,0
12941,1994-029ACF,PEGASUS DEB,24973,US,101.11,82.02,1052.0,570.0,1994-05-19,0
12942,1997-057A,IRS 1D,24971,IND,100.42,98.53,816.0,741.0,1997-09-29,0
12943,1997-056C,IRIDIUM 36,24967,US,100.3,86.4,774.0,771.0,1997-09-27,0
12944,1997-054A,MOLNIYA 1-90,24960,CIS,451.86,63.19,25627.0,628.0,1997-09-24,0
12945,1966-077R,OPS 0856 DEB,24959,US,165.03,88.96,5172.0,2004.0,1966-08-19,0
12946,1997-053A,NSS 5 (INTELSAT 803),24957,NETH,1436.09,5.48,35804.0,35769.0,1997-09-23,1
12947,1966-040C,NIMBUS 2 DEB,24956,US,106.3,100.48,1090.0,1020.0,1966-05-15,0
12948,1997-052C,SL-8 R/B,24955,CIS,104.23,82.92,979.0,938.0,1997-09-23,0
12949,1997-052B,FAISAT 2V,24954,US,104.35,82.93,992.0,936.0,1997-09-23,0
12950,1997-052A,COSMOS 2346,24953,CIS,104.38,82.93,994.0,937.0,1997-09-23,0
12951,1997-051E,IRIDIUM 28,24948,US,100.3,86.39,774.0,771.0,1997-09-14,0
12952,1997-051C,IRIDIUM 33,24946,US,100.44,86.38,785.0,774.0,1997-09-14,0
12953,1997-051A,IRIDIUM 29,24944,US,100.37,86.39,777.0,774.0,1997-09-14,0
12954,1997-050B,ATLAS 2AS CENTAUR R/B,24937,US,672.39,18.26,37823.0,268.0,1997-09-04,0
12955,1997-050A,AMC-3 (GE-3),24936,SES,1436.11,2.23,35799.0,35774.0,1997-09-04,1
12956,1997-049C,ARIANE 44LP R/B,24933,FR,630.82,6.94,35757.0,216.0,1997-09-02,0
12957,1997-049B,METEOSAT 7,24932,EUME,1464.74,11.54,36393.0,36297.0,1997-09-02,0
12958,1997-049A,W75/ABS-1B (HOT BIRD 3),24931,EUTE,1405.16,7.59,35276.0,35082.0,1997-09-02,0
12959,1997-048B,DUMMY MASS 2,24926,PRC,96.97,86.34,618.0,610.0,1997-09-01,0
12960,1997-048A,DUMMY MASS 1,24925,PRC,96.96,86.34,616.0,610.0,1997-09-01,0
12961,1997-047B,PEGASUS R/B,24921,US,101.01,69.97,823.0,790.0,1997-08-29,0
12962,1997-047A,FORTE,24920,US,100.96,69.95,821.0,787.0,1997-08-29,1
12963,1997-046D,SL-12 R/B(2),24919,CIS,800.8,14.98,35988.0,8387.0,1997-08-28,0
12964,1997-046A,INTELSAT 5 (PAS 5),24916,US,1436.09,5.21,35800.0,35773.0,1997-08-28,1
12965,1981-059F,NOAA 7 DEB,24914,US,100.16,98.66,783.0,749.0,1981-06-23,0
12968,1981-070M,DELTA 1 DEB,24911,US,408.85,90.01,23231.0,508.0,1981-08-03,0
12969,1997-043E,IRIDIUM 22,24907,US,100.4,86.39,779.0,776.0,1997-08-21,0
12970,1997-043A,IRIDIUM 26,24903,US,100.32,86.39,776.0,772.0,1997-08-21,0
12971,1997-042A,ABS 3 (AGILA 2),24901,PRC,1450.72,6.44,36095.0,36050.0,1997-08-19,0
12972,1997-041D,SL-12 R/B(2),24897,CIS,1439.91,14.14,37382.0,34340.0,1997-08-14,0
12973,1997-041A,COSMOS 2345,24894,CIS,1436.16,14.07,36485.0,35091.0,1997-08-14,0
12974,1988-032C,SL-3 DEB,24893,CIS,96.2,97.47,603.0,550.0,1988-04-20,0
12975,1997-040B,ARIANE 44P R/B,24892,FR,410.16,7.82,23527.0,290.0,1997-08-08,0
12976,1997-040A,PAS 6,24891,US,1536.83,12.56,40741.0,34731.0,1997-08-08,0
12977,1997-037A,ORBVIEW 2 (SEASTAR),24883,US,100.45,98.59,782.0,778.0,1997-08-01,0
12978,1997-036A,SUPERBIRD C,24880,JPN,1453.47,8.05,36146.0,36105.0,1997-07-28,0
12979,1997-035A,NAVSTAR 43 (USA 132),24876,US,717.98,55.46,20280.0,20084.0,1997-07-23,1
12980,1997-034E,IRIDIUM 921,24873,US,95.2,86.4,535.0,522.0,1997-07-09,0
12981,1997-034C,IRIDIUM 920,24871,US,100.03,86.4,770.0,750.0,1997-07-09,0
12982,1997-034B,IRIDIUM 17,24870,US,100.29,86.4,773.0,771.0,1997-07-09,0
12984,1996-051H,SL-16 DEB,24866,CIS,102.12,71.13,903.0,815.0,1996-09-04,0
12986,1997-031A,INTELSAT 802,24846,ITSO,1467.74,6.58,36522.0,36285.0,1997-06-25,0
12987,1997-028G,COSMOS 2344 DEB,24843,CIS,129.75,63.35,2938.0,1285.0,1997-06-06,0
12988,1997-030G,IRIDIUM 911,24842,US,99.65,86.45,753.0,730.0,1997-06-18,0
12989,1997-030F,IRIDIUM 16,24841,US,100.22,86.41,772.0,766.0,1997-06-18,0
12990,1997-030A,IRIDIUM 914,24836,US,100.08,86.39,764.0,760.0,1997-06-18,0
12991,1997-029B,CZ-3A R/B,24835,PRC,733.65,28.73,40891.0,244.0,1997-06-10,0
12992,1997-029A,FENGYUN 2A,24834,PRC,1499.2,14.39,37436.0,36589.0,1997-06-10,0
12993,1997-028F,SL-12 DEB,24833,CIS,130.12,63.35,2975.0,1281.0,1997-06-06,0
12994,1997-028C,SL-12 R/B(2),24829,CIS,130.05,63.35,2970.0,1279.0,1997-06-06,0
12995,1997-028A,COSMOS 2344,24827,CIS,129.97,63.33,2982.0,1260.0,1997-06-06,0
12996,1997-027C,ARIANE 44L R/B,24821,FR,499.14,7.51,27997.0,934.0,1997-06-03,0
